"","matrix...nrow...iter.","sub","iter","rho_perc_estR1P1","ll_perc_estR1P1","AIC_perc_estR1P1","AICc_perc_estR1P1","BIC_perc_estR1P1","rho_perc_estR2P2","ll_perc_estR2P2","AIC_perc_estR2P2","AICc_perc_estR2P2","BIC_perc_estR2P2","rho_perc_estR3P1","ll_perc_estR3P1","AIC_perc_estR3P1","AICc_perc_estR3P1","BIC_perc_estR3P1","rho_perc_estR1P2","ll_perc_estR1P2","AIC_perc_estR1P2","AICc_perc_estR1P2","BIC_perc_estR1P2","rho_perc_estR2P1","ll_perc_estR2P1","AIC_perc_estR2P1","AICc_perc_estR2P1","BIC_perc_estR2P1","rho_perc_estR3P2","ll_perc_estR3P2","AIC_perc_estR3P2","AICc_perc_estR3P2","BIC_perc_estR3P2","rho_full_alt_offset_genR1P1","omega_full_alt_offset_genR1P1","lambda_full_alt_offset_genR1P1","offset_full_alt_offset_genR1P1","ll_full_alt_offset_genR1P1","AIC_full_alt_offset_genR1P1","AICc_full_alt_offset_genR1P1","BIC_full_alt_offset_genR1P1","rho_full_alt_offset_genR2P2","omega_full_alt_offset_genR2P2","lambda_full_alt_offset_genR2P2","offset_full_alt_offset_genR2P2","ll_full_alt_offset_genR2P2","AIC_full_alt_offset_genR2P2","AICc_full_alt_offset_genR2P2","BIC_full_alt_offset_genR2P2","rho_full_alt_offset_genR3P1","omega_full_alt_offset_genR3P1","lambda_full_alt_offset_genR3P1","offset_full_alt_offset_genR3P1","ll_full_alt_offset_genR3P1","AIC_full_alt_offset_genR3P1","AICc_full_alt_offset_genR3P1","BIC_full_alt_offset_genR3P1","rho_full_alt_offset_genR1P2","omega_full_alt_offset_genR1P2","lambda_full_alt_offset_genR1P2","offset_full_alt_offset_genR1P2","ll_full_alt_offset_genR1P2","AIC_full_alt_offset_genR1P2","AICc_full_alt_offset_genR1P2","BIC_full_alt_offset_genR1P2","rho_full_alt_offset_genR2P1","omega_full_alt_offset_genR2P1","lambda_full_alt_offset_genR2P1","offset_full_alt_offset_genR2P1","ll_full_alt_offset_genR2P1","AIC_full_alt_offset_genR2P1","AICc_full_alt_offset_genR2P1","BIC_full_alt_offset_genR2P1","rho_full_alt_offset_genR3P2","omega_full_alt_offset_genR3P2","lambda_full_alt_offset_genR3P2","offset_full_alt_offset_genR3P2","ll_full_alt_offset_genR3P2","AIC_full_alt_offset_genR3P2","AICc_full_alt_offset_genR3P2","BIC_full_alt_offset_genR3P2","offset_value_alt_offsetR1P1","omega_value_alt_offsetR1P1","lambda_value_alt_offsetR1P1","ll_value_alt_offsetR1P1","AIC_value_alt_offsetR1P1","AICc_value_alt_offsetR1P1","BIC_value_alt_offsetR1P1","offset_value_alt_offsetR2P2","omega_value_alt_offsetR2P2","lambda_value_alt_offsetR2P2","ll_value_alt_offsetR2P2","AIC_value_alt_offsetR2P2","AICc_value_alt_offsetR2P2","BIC_value_alt_offsetR2P2","offset_value_alt_offsetR3P1","omega_value_alt_offsetR3P1","lambda_value_alt_offsetR3P1","ll_value_alt_offsetR3P1","AIC_value_alt_offsetR3P1","AICc_value_alt_offsetR3P1","BIC_value_alt_offsetR3P1","offset_value_alt_offsetR1P2","omega_value_alt_offsetR1P2","lambda_value_alt_offsetR1P2","ll_value_alt_offsetR1P2","AIC_value_alt_offsetR1P2","AICc_value_alt_offsetR1P2","BIC_value_alt_offsetR1P2","offset_value_alt_offsetR2P1","omega_value_alt_offsetR2P1","lambda_value_alt_offsetR2P1","ll_value_alt_offsetR2P1","AIC_value_alt_offsetR2P1","AICc_value_alt_offsetR2P1","BIC_value_alt_offsetR2P1","offset_value_alt_offsetR3P2","omega_value_alt_offsetR3P2","lambda_value_alt_offsetR3P2","ll_value_alt_offsetR3P2","AIC_value_alt_offsetR3P2","AICc_value_alt_offsetR3P2","BIC_value_alt_offsetR3P2","vsd_ns2R1P1","basesd_ns2R1P1","ll_ns2R1P1","AIC_ns2R1P1","AICc_ns2R1P1","BIC_ns2R1P1","vsd_ns2R2P2","basesd_ns2R2P2","ll_ns2R2P2","AIC_ns2R2P2","AICc_ns2R2P2","BIC_ns2R2P2","vsd_ns2R3P1","basesd_ns2R3P1","ll_ns2R3P1","AIC_ns2R3P1","AICc_ns2R3P1","BIC_ns2R3P1","vsd_ns2R1P2","basesd_ns2R1P2","ll_ns2R1P2","AIC_ns2R1P2","AICc_ns2R1P2","BIC_ns2R1P2","vsd_ns2R2P1","basesd_ns2R2P1","ll_ns2R2P1","AIC_ns2R2P1","AICc_ns2R2P1","BIC_ns2R2P1","vsd_ns2R3P2","basesd_ns2R3P2","ll_ns2R3P2","AIC_ns2R3P2","AICc_ns2R3P2","BIC_ns2R3P2"
"1",NA,"wwv18727elhq22u",1,0.943989078750038,137.971523101489,277.943046202977,278.060693261801,279.526565141433,0.746913580246913,211.244219662958,424.488439325916,424.60608638474,426.071958264372,0.907407407439274,328.260569809614,658.521139619229,658.638786678052,660.104658557685,0.797668038408779,135.587260704822,273.174521409644,273.292168468468,274.7580403481,0.804526748971193,194.87660745247,391.753214904941,391.870861963764,393.336733843397,0.923868939982676,319.199363287593,640.398726575185,640.516373634009,641.982245513641,0.0560128029263832,0.0555555555555556,7.22222222225763,0,116.084255329484,240.168510658968,241.458833239613,246.502586412792,0.0925925925925926,0.685185184898388,9.77366255144033,0,116.337861131862,240.675722263724,241.966044844369,247.009798017548,0.388888888888889,0.104938271604938,9.81481481481481,0,116.190148649459,240.380297298918,241.670619879563,246.714373052743,0.277777568713242,0.832876085962506,8.32876085962506,0.000914494741655281,116.093350672203,240.186701344406,241.477023925051,246.520777098231,0.277777777777778,0.969135802469136,9.44444444444444,-0.000914494741655281,116.458910070206,240.917820140412,242.208142721057,247.251895894236,0.907407407407407,0.166666666666667,9.81481481481481,0,116.326792436334,240.653584872669,241.943907453314,246.987660626493,-0.000555556575119631,0.166666666666667,7.59764778890028,116.075161111092,238.150322222185,238.900322222185,242.900879037553,0.00450347884944291,0.5,9.91769547325038,116.326407071793,238.652814143586,239.402814143586,243.403370958954,-0.00166666972617457,0.166666666666667,9.99999999999998,116.197029812082,238.394059624163,239.144059624163,243.144616439532,-0.00132978447812959,0.5,9.9862825788719,116.081809487009,238.163618974019,238.913618974019,242.914175789387,-0.000248722003716284,0.5,9.99999999999978,116.400011627915,238.80002325583,239.55002325583,243.550580071199,0.0203221053701166,0.5,9.99991532456096,116.221897997954,238.443795995908,239.193795995908,243.194352811276,19.999999999996,7.24087245378451,116.100513094111,236.201026188222,236.564662551858,239.368064065134,7.68573595914455,9.21544419983035,116.281598840212,236.563197680423,236.92683404406,239.730235557336,19.9999999999969,12.981723505305,116.130474855736,236.260949711472,236.624586075109,239.427987588384,5.71539067633049,8.92469201661144,116.079362525294,236.158725050589,236.522361414225,239.325762927501,0.113648834019205,10.7842591460102,116.395222938372,236.790445876743,237.15408224038,239.957483753655,11.8172116122652,19.9999999999883,116.039773765636,236.079547531271,236.443183894907,239.246585408183
"2",NA,"wwv18727elhq22u",2,0.879058070511694,137.312072876239,276.624145752478,276.741792811302,278.207664690934,0.381572930955647,205.873695381234,413.747390762467,413.865037821291,415.330909700923,0.8493369913123,327.890877408818,657.781754817635,657.899401876459,659.365273756091,0.977366185452313,139.771272695855,281.54254539171,281.660192450534,283.126064330166,0.981939356077783,196.284183805081,394.568367610162,394.686014668985,396.151886548618,0.958161865569271,326.408359979432,654.816719958865,654.934367017688,656.400238897321,0.240740740740741,0.203703703703704,7.22222222222222,0,116.10552498031,240.21104996062,241.501372541265,246.545125714444,0.265432098765432,0.500000000860392,9.40329218106996,0.00823045267489708,116.364091341815,240.728182683631,242.018505264276,247.062258437455,0.203703703703704,0.0186709420523188,9.93674744703551,0,116.27875019548,240.557500390961,241.847822971606,246.891576144785,0.277777777777778,0.537037106728756,9.19753086419753,0,116.064551096994,240.129102193988,241.419424774633,246.463177947813,0.388888888888889,0.833333333333333,9.81323420661936,4.18150316150445e-07,116.416407023713,240.832814047427,242.123136628072,247.166889801251,0.981481481481481,0.944446326120868,9.4459686023472,0.00274306607464947,116.268171904946,240.536343809892,241.826666390537,246.870419563716,-0.000555556575119631,0.166666666666667,7.59764778890028,116.075161111092,238.150322222185,238.900322222185,242.900879037553,0.00450347884944291,0.5,9.91769547325038,116.326407071793,238.652814143586,239.402814143586,243.403370958954,-0.00166666972617457,0.166666666666667,9.99999999999998,116.197029812082,238.394059624163,239.144059624163,243.144616439532,-0.00132978447812959,0.5,9.9862825788719,116.081809487009,238.163618974019,238.913618974019,242.914175789387,-0.000248722003716284,0.5,9.99999999999978,116.400011627915,238.80002325583,239.55002325583,243.550580071199,0.0203221053701166,0.5,9.99991532456096,116.221897997954,238.443795995908,239.193795995908,243.194352811276,19.999999999996,7.24087245378451,116.100513094111,236.201026188222,236.564662551858,239.368064065134,7.68573595914455,9.21544419983035,116.281598840212,236.563197680423,236.92683404406,239.730235557336,19.9999999999969,12.981723505305,116.130474855736,236.260949711472,236.624586075109,239.427987588384,5.71539067633049,8.92469201661144,116.079362525294,236.158725050589,236.522361414225,239.325762927501,0.113648834019205,10.7842591460102,116.395222938372,236.790445876743,237.15408224038,239.957483753655,11.8172116122652,19.9999999999883,116.039773765636,236.079547531271,236.443183894907,239.246585408183
"3",NA,"wwv18727elhq22u",3,0.932098765432099,139.050623569237,280.101247138474,280.218894197297,281.68476607693,0.962277091906722,213.867033861914,429.734067723827,429.851714782651,431.317586662284,0.95679012345679,333.621104143234,669.242208286468,669.359855345291,670.825727224924,0.955418381344307,140.083512426311,282.167024852621,282.284671911445,283.750543791077,0.746913371171755,206.25962158998,414.519243179961,414.636890238784,416.102762118417,0.885916780978509,332.138586845947,666.277173691893,666.394820750717,667.860692630349,0.0555555555555556,0.180384087791495,7.22222222222222,0,116.072370275911,240.144740551821,241.435063132466,246.478816305646,0.425926135001084,0.833333333333333,9.32098765432099,0,116.331550550611,240.663101101222,241.953423681867,246.997176855047,0.3559670781893,0.388888888888889,9.81481481481481,0,116.239049523563,240.478099047126,241.768421627771,246.81217480095,0.388888888888889,0.648148148148148,9.81481481492104,-2.12442285985048e-11,116.093706764607,240.187413529215,241.47773610986,246.521489283039,0.5,0.833333333333333,8.33485749123609,0,116.628980791897,241.257961583795,242.54828416444,247.592037337619,0.491769547325103,0.820987654320988,9.97942386831276,0.0164609053497944,116.240632264496,240.481264528993,241.771587109638,246.815340282817,-0.000555556575119631,0.166666666666667,7.59764778890028,116.075161111092,238.150322222185,238.900322222185,242.900879037553,0.00450347884944291,0.5,9.91769547325038,116.326407071793,238.652814143586,239.402814143586,243.403370958954,-0.00166666972617457,0.166666666666667,9.99999999999998,116.197029812082,238.394059624163,239.144059624163,243.144616439532,-0.00132978447812959,0.5,9.9862825788719,116.081809487009,238.163618974019,238.913618974019,242.914175789387,-0.000248722003716284,0.5,9.99999999999978,116.400011627915,238.80002325583,239.55002325583,243.550580071199,0.0203221053701166,0.5,9.99991532456096,116.221897997954,238.443795995908,239.193795995908,243.194352811276,19.999999999996,7.24087245378451,116.100513094111,236.201026188222,236.564662551858,239.368064065134,7.68573595914455,9.21544419983035,116.281598840212,236.563197680423,236.92683404406,239.730235557336,19.9999999999969,12.981723505305,116.130474855736,236.260949711472,236.624586075109,239.427987588384,5.71539067633049,8.92469201661144,116.079362525294,236.158725050589,236.522361414225,239.325762927501,0.113648834019205,10.7842591460102,116.395222938372,236.790445876743,237.15408224038,239.957483753655,11.8172116122652,19.9999999999883,116.039773765636,236.079547531271,236.443183894907,239.246585408183
"4",NA,"wwv18727elhq22u",4,0.833316398245525,136.652622538031,275.305245076063,275.422892134886,276.888764014519,0.66323731138546,196.756292914843,395.512585829685,395.630232888509,397.096104768141,0.97599451303155,320.3121881178,642.624376235601,642.742023294424,644.207895174057,0.88774577046182,137.023563334103,276.047126668207,276.16477372703,277.630645606663,0.999314128943758,203.628064690402,409.256129380803,409.373776439627,410.839648319259,0.886831275720165,333.062818000373,668.125636000746,668.24328305957,669.709154939202,0.166666666666667,0.277777777777778,7.34567901234568,0,116.087710028689,240.175420057378,241.465742638023,246.509495811202,0.314814814814815,0.759259259259259,9.81481481481481,0,116.377420211684,240.754840423367,242.045163004012,247.088916177192,0.166666666666667,0.277777777777778,9.81481481481481,0,116.210572388413,240.421144776826,241.711467357471,246.75522053065,0.499999372774526,0.837448559671962,8.37448559670782,0,116.122714037412,240.245428074824,241.535750655469,246.579503828648,0.265449033853241,0.722222198991649,9.81481481481481,0,116.454976426212,240.909952852425,242.20027543307,247.244028606249,0.968678555098308,0.796296296296296,9.81481481481481,0.00274348422496562,116.412735920243,240.825471840487,242.115794421132,247.159547594311,-0.000555556575119631,0.166666666666667,7.59764778890028,116.075161111092,238.150322222185,238.900322222185,242.900879037553,0.00450347884944291,0.5,9.91769547325038,116.326407071793,238.652814143586,239.402814143586,243.403370958954,-0.00166666972617457,0.166666666666667,9.99999999999998,116.197029812082,238.394059624163,239.144059624163,243.144616439532,-0.00132978447812959,0.5,9.9862825788719,116.081809487009,238.163618974019,238.913618974019,242.914175789387,-0.000248722003716284,0.5,9.99999999999978,116.400011627915,238.80002325583,239.55002325583,243.550580071199,0.0203221053701166,0.5,9.99991532456096,116.221897997954,238.443795995908,239.193795995908,243.194352811276,19.999999999996,7.24087245378451,116.100513094111,236.201026188222,236.564662551858,239.368064065134,7.68573595914455,9.21544419983035,116.281598840212,236.563197680423,236.92683404406,239.730235557336,19.9999999999969,12.981723505305,116.130474855736,236.260949711472,236.624586075109,239.427987588384,5.71539067633049,8.92469201661144,116.079362525294,236.158725050589,236.522361414225,239.325762927501,0.113648834019205,10.7842591460102,116.395222938372,236.790445876743,237.15408224038,239.957483753655,11.8172116122652,19.9999999999883,116.039773765636,236.079547531271,236.443183894907,239.246585408183
"5",NA,"wwv18727elhq22u",5,0.962277091906722,136.95237271383,275.90474542766,276.022392486484,277.488264366117,0.996113397347965,208.996093308002,419.992186616003,420.109833674827,421.575705554459,0.804526748971193,325.857568568325,653.715137136651,653.832784195474,655.298656075107,0.947645176040238,138.834553638475,279.669107276951,279.786754335774,281.252626215407,0.823731138545953,209.013576537535,420.02715307507,420.144800133894,421.610672013526,0.944444444444444,326.593206193619,655.186412387238,655.304059446062,656.769931325695,0.0925925925925926,0.277777777777778,7.59259259259259,0,116.08708598005,240.1741719601,241.464494540745,246.508247713925,0.166666666666667,0.660493827160494,9.48559670781893,0,116.351331682273,240.702663364546,241.992985945191,247.036739118371,0.364197530864198,0.12962962962963,9.93827160493827,0,116.222664490115,240.445328980231,241.735651560876,246.779404734055,0.277777777777778,0.516460905349794,9.07407407407407,5.80675951766807e-10,116.098582406592,240.197164813184,241.487487393829,246.531240567008,0.512345679012346,0.648148148148148,8.45679012345679,0,116.370404255898,240.740808511796,242.031131092441,247.07488426562,0.867627095220563,0.635802469135802,9.93827160493827,0.00823045267489708,116.320788325361,240.641576650723,241.931899231368,246.975652404547,-0.000555556575119631,0.166666666666667,7.59764778890028,116.075161111092,238.150322222185,238.900322222185,242.900879037553,0.00450347884944291,0.5,9.91769547325038,116.326407071793,238.652814143586,239.402814143586,243.403370958954,-0.00166666972617457,0.166666666666667,9.99999999999998,116.197029812082,238.394059624163,239.144059624163,243.144616439532,-0.00132978447812959,0.5,9.9862825788719,116.081809487009,238.163618974019,238.913618974019,242.914175789387,-0.000248722003716284,0.5,9.99999999999978,116.400011627915,238.80002325583,239.55002325583,243.550580071199,0.0203221053701166,0.5,9.99991532456096,116.221897997954,238.443795995908,239.193795995908,243.194352811276,19.999999999996,7.24087245378451,116.100513094111,236.201026188222,236.564662551858,239.368064065134,7.68573595914455,9.21544419983035,116.281598840212,236.563197680423,236.92683404406,239.730235557336,19.9999999999969,12.981723505305,116.130474855736,236.260949711472,236.624586075109,239.427987588384,5.71539067633049,8.92469201661144,116.079362525294,236.158725050589,236.522361414225,239.325762927501,0.113648834019205,10.7842591460102,116.395222938372,236.790445876743,237.15408224038,239.957483753655,11.8172116122652,19.9999999999883,116.039773765636,236.079547531271,236.443183894907,239.246585408183
"6",NA,"wwv18727elhq22u",6,0.677869227251943,139.829973817745,281.65994763549,281.777594694314,283.243466573946,0.87037037037037,208.621405468665,419.242810937329,419.360457996153,420.826329875785,0.611060305847686,319.57280337327,641.14560674654,641.263253805364,642.729125684996,0.948559670781893,137.398251009194,276.796502018388,276.914149077212,278.380020956845,0.792435096275974,197.508164573482,397.016329146964,397.133976205787,398.59984808542,0.854366712391404,326.223513737288,654.447027474576,654.564674533399,656.030546413032,0.314814814814815,0.0555555555555556,7.22220340545799,0,116.146732540862,240.293465081724,241.58378766237,246.627540835549,0.388888888888889,0.512345679012346,9.81481481481481,8.74855743404623e-14,116.392537333775,240.785074667551,242.075397248196,247.119150421375,0.277777777777778,0.425925925925926,9.82853223593964,0,116.260524788346,240.521049576691,241.811372157337,246.855125330516,0.388888888888889,0.722222222222222,8.33333333333333,0,116.075193811535,240.15038762307,241.440710203715,246.484463376894,0.278235025148605,0.5,9.44444444444444,0,116.431337850696,240.862675701392,242.152998282037,247.196751455216,0.837448559670782,0.611111111111111,9.81481481481481,0.0109739368998627,116.220184143545,240.440368287091,241.730690867736,246.774444040915,-0.000555556575119631,0.166666666666667,7.59764778890028,116.075161111092,238.150322222185,238.900322222185,242.900879037553,0.00450347884944291,0.5,9.91769547325038,116.326407071793,238.652814143586,239.402814143586,243.403370958954,-0.00166666972617457,0.166666666666667,9.99999999999998,116.197029812082,238.394059624163,239.144059624163,243.144616439532,-0.00132978447812959,0.5,9.9862825788719,116.081809487009,238.163618974019,238.913618974019,242.914175789387,-0.000248722003716284,0.5,9.99999999999978,116.400011627915,238.80002325583,239.55002325583,243.550580071199,0.0203221053701166,0.5,9.99991532456096,116.221897997954,238.443795995908,239.193795995908,243.194352811276,19.999999999996,7.24087245378451,116.100513094111,236.201026188222,236.564662551858,239.368064065134,7.68573595914455,9.21544419983035,116.281598840212,236.563197680423,236.92683404406,239.730235557336,19.9999999999969,12.981723505305,116.130474855736,236.260949711472,236.624586075109,239.427987588384,5.71539067633049,8.92469201661144,116.079362525294,236.158725050589,236.522361414225,239.325762927501,0.113648834019205,10.7842591460102,116.395222938372,236.790445876743,237.15408224038,239.957483753655,11.8172116122652,19.9999999999883,116.039773765636,236.079547531271,236.443183894907,239.246585408183
"7",NA,"wwv18727elhq22u",7,0.619341563786008,138.391173255242,278.782346510484,278.899993569307,280.36586544894,0.866255144032922,207.122653820116,416.245307640233,416.362954699056,417.828826578689,0.742798353909465,306.079040928045,614.158081856091,614.275728914914,615.741600794547,0.751028806584362,135.743380500716,273.486761001432,273.604408060255,275.070279939888,0.99428440786465,206.259621657146,414.519243314292,414.636890373115,416.102762252748,0.84232586495961,319.014517045448,640.029034090896,640.14668114972,641.612553029352,0.166666666666667,0.277777777777778,8.20987654320987,0,116.100400456393,240.200800912785,241.49112349343,246.534876666609,0.240588324950465,0.759259259259259,9.4444443670092,0,116.397614183728,240.795228367456,242.085550948101,247.12930412128,0.166666666666667,0.0185185185185185,9.81481481481481,0,116.24880737232,240.49761474464,241.787937325285,246.831690498465,0.240740740740741,0.512345679299143,9.93827160493827,0,116.090755001185,240.181510002371,241.471832583016,246.515585756195,0.314814814814815,0.944444444444444,9.44444444444444,0,116.446200322823,240.892400645645,242.18272322629,247.22647639947,0.87037037037037,0.866255144032922,9.65020576131687,0.00823045267489708,116.280500749063,240.561001498126,241.851324078772,246.895077251951,-0.000555556575119631,0.166666666666667,7.59764778890028,116.075161111092,238.150322222185,238.900322222185,242.900879037553,0.00450347884944291,0.5,9.91769547325038,116.326407071793,238.652814143586,239.402814143586,243.403370958954,-0.00166666972617457,0.166666666666667,9.99999999999998,116.197029812082,238.394059624163,239.144059624163,243.144616439532,-0.00132978447812959,0.5,9.9862825788719,116.081809487009,238.163618974019,238.913618974019,242.914175789387,-0.000248722003716284,0.5,9.99999999999978,116.400011627915,238.80002325583,239.55002325583,243.550580071199,0.0203221053701166,0.5,9.99991532456096,116.221897997954,238.443795995908,239.193795995908,243.194352811276,19.999999999996,7.24087245378451,116.100513094111,236.201026188222,236.564662551858,239.368064065134,7.68573595914455,9.21544419983035,116.281598840212,236.563197680423,236.92683404406,239.730235557336,19.9999999999969,12.981723505305,116.130474855736,236.260949711472,236.624586075109,239.427987588384,5.71539067633049,8.92469201661144,116.079362525294,236.158725050589,236.522361414225,239.325762927501,0.113648834019205,10.7842591460102,116.395222938372,236.790445876743,237.15408224038,239.957483753655,11.8172116122652,19.9999999999883,116.039773765636,236.079547531271,236.443183894907,239.246585408183
"8",NA,"wwv18727elhq22u",8,0.923868312757202,139.230473504837,280.460947009674,280.578594068498,282.044465948131,0.845678803270523,197.38077277874,396.761545557481,396.879192616305,398.345064495937,0.975689681450998,287.039898040675,576.079796081349,576.197443140173,577.663315019805,0.870370354883321,138.334970074439,278.669940148879,278.787587207702,280.253459087335,0.9453589391861,201.730895982873,405.461791965746,405.57943902457,407.045310904202,0.874485387632661,346.741426416617,695.482852833234,695.600499892057,697.06637177169,0.0555555555555556,0.179012345679011,7.22222222222223,-1.12900585389486e-05,116.079824385677,240.159648771354,241.449971351999,246.493724525178,0.166666666666667,0.944444444444444,9.5679012345679,0,116.466768861796,240.933537723592,242.223860304237,247.267613477417,0.141822892851699,0.281893004115226,9.97942386831276,-1.3938343879083e-07,116.241805592509,240.483611185019,241.773933765664,246.817686938843,0.12962962962963,0.648148148148148,9.07407407407407,0,116.088838674483,240.177677348966,241.467999929611,246.511753102791,0.154320987654321,0.5,9.19753086419753,0,116.417369426768,240.834738853537,242.125061434182,247.168814607361,0.944444444444444,0.837431694274693,9.77383190231841,0.00823045267489708,116.26634163246,240.532683264919,241.823005845565,246.866759018744,-0.000555556575119631,0.166666666666667,7.59764778890028,116.075161111092,238.150322222185,238.900322222185,242.900879037553,0.00450347884944291,0.5,9.91769547325038,116.326407071793,238.652814143586,239.402814143586,243.403370958954,-0.00166666972617457,0.166666666666667,9.99999999999998,116.197029812082,238.394059624163,239.144059624163,243.144616439532,-0.00132978447812959,0.5,9.9862825788719,116.081809487009,238.163618974019,238.913618974019,242.914175789387,-0.000248722003716284,0.5,9.99999999999978,116.400011627915,238.80002325583,239.55002325583,243.550580071199,0.0203221053701166,0.5,9.99991532456096,116.221897997954,238.443795995908,239.193795995908,243.194352811276,19.999999999996,7.24087245378451,116.100513094111,236.201026188222,236.564662551858,239.368064065134,7.68573595914455,9.21544419983035,116.281598840212,236.563197680423,236.92683404406,239.730235557336,19.9999999999969,12.981723505305,116.130474855736,236.260949711472,236.624586075109,239.427987588384,5.71539067633049,8.92469201661144,116.079362525294,236.158725050589,236.522361414225,239.325762927501,0.113648834019205,10.7842591460102,116.395222938372,236.790445876743,237.15408224038,239.957483753655,11.8172116122652,19.9999999999883,116.039773765636,236.079547531271,236.443183894907,239.246585408183
"9",NA,"wwv18727elhq22u",9,0.875857338820302,138.51107331645,279.022146632901,279.139793691724,280.605665571357,0.978737997256516,210.120156941244,422.240313882488,422.357960941311,423.823832820944,0.952674897119342,319.203110717414,640.406221434829,640.523868493652,641.989740373285,0.544810242341107,138.584761853109,279.169523706219,279.287170765042,280.753042644675,0.781207133058985,208.156790107262,418.313580214523,418.431227273347,419.897099152979,0.811842706904435,305.520754829983,613.041509659967,613.15915671879,614.625028598423,0.166666666666667,0.152949245541838,7.22222222222222,0.000914494741655281,116.100714670639,240.201429341278,241.491751921923,246.535505095103,0.314814814814815,0.537037037037037,9.44444444444444,0,116.408114381742,240.816228763484,242.106551344129,247.150304517308,0.216049382716049,0.0925925925914124,9.93827160493827,0,116.20459712673,240.409194253459,241.699516834104,246.743270007283,0.5,0.981481481481481,8.33333333333333,0,116.100465489055,240.20093097811,241.491253558755,246.535006731934,0.425925925925926,0.722222222222222,9.44444444444444,0,116.442982338541,240.885964677082,242.176287257727,247.220040430906,0.837448559670782,0.277777777777778,9.5679012345679,0,116.326232587077,240.652465174155,241.9427877548,246.986540927979,-0.000555556575119631,0.166666666666667,7.59764778890028,116.075161111092,238.150322222185,238.900322222185,242.900879037553,0.00450347884944291,0.5,9.91769547325038,116.326407071793,238.652814143586,239.402814143586,243.403370958954,-0.00166666972617457,0.166666666666667,9.99999999999998,116.197029812082,238.394059624163,239.144059624163,243.144616439532,-0.00132978447812959,0.5,9.9862825788719,116.081809487009,238.163618974019,238.913618974019,242.914175789387,-0.000248722003716284,0.5,9.99999999999978,116.400011627915,238.80002325583,239.55002325583,243.550580071199,0.0203221053701166,0.5,9.99991532456096,116.221897997954,238.443795995908,239.193795995908,243.194352811276,19.999999999996,7.24087245378451,116.100513094111,236.201026188222,236.564662551858,239.368064065134,7.68573595914455,9.21544419983035,116.281598840212,236.563197680423,236.92683404406,239.730235557336,19.9999999999969,12.981723505305,116.130474855736,236.260949711472,236.624586075109,239.427987588384,5.71539067633049,8.92469201661144,116.079362525294,236.158725050589,236.522361414225,239.325762927501,0.113648834019205,10.7842591460102,116.395222938372,236.790445876743,237.15408224038,239.957483753655,11.8172116122652,19.9999999999883,116.039773765636,236.079547531271,236.443183894907,239.246585408183
"10",NA,"wwv18727elhq22u",10,0.981475836356613,137.67177297661,277.343545953221,277.461193012045,278.927064891677,0.921124828532236,200.877857582967,403.755715165934,403.873362224758,405.339234104391,0.974622770919067,328.075723469041,658.151446938082,658.269093996906,659.734965876538,0.97157445511355,141.394919167622,284.789838335244,284.907485394067,286.3733572737,0.973251028806584,202.036889941756,406.073779883512,406.191426942336,407.657298821968,0.840192043895748,333.247664201152,668.495328402304,668.612975461128,670.078847340761,0.12962962962963,0.327160493827161,7.22222222222222,0,116.096587669879,240.193175339758,241.483497920403,246.527251093582,0.388888888888889,0.611111111111111,8.33333333333464,0,116.406320390422,240.812640780844,242.102963361489,247.146716534669,0.203703703703704,0.38477366255144,9.93827160493827,0.00274348422496562,116.184537223471,240.369074446942,241.659397027588,246.703150200767,0.277777777777778,0.648148775373622,9.4459686023472,0,116.100217264074,240.200434528148,241.490757108793,246.534510281972,0.277828583041203,0.709876543209876,9.07254991617132,-4.18150316261467e-07,116.431533709451,240.863067418902,242.153389999547,247.197143172726,0.779835390946502,0.907407407407407,9.77366255144033,0.0164609053497944,116.287804883921,240.575609767842,241.865932348487,246.909685521667,-0.000555556575119631,0.166666666666667,7.59764778890028,116.075161111092,238.150322222185,238.900322222185,242.900879037553,0.00450347884944291,0.5,9.91769547325038,116.326407071793,238.652814143586,239.402814143586,243.403370958954,-0.00166666972617457,0.166666666666667,9.99999999999998,116.197029812082,238.394059624163,239.144059624163,243.144616439532,-0.00132978447812959,0.5,9.9862825788719,116.081809487009,238.163618974019,238.913618974019,242.914175789387,-0.000248722003716284,0.5,9.99999999999978,116.400011627915,238.80002325583,239.55002325583,243.550580071199,0.0203221053701166,0.5,9.99991532456096,116.221897997954,238.443795995908,239.193795995908,243.194352811276,19.999999999996,7.24087245378451,116.100513094111,236.201026188222,236.564662551858,239.368064065134,7.68573595914455,9.21544419983035,116.281598840212,236.563197680423,236.92683404406,239.730235557336,19.9999999999969,12.981723505305,116.130474855736,236.260949711472,236.624586075109,239.427987588384,5.71539067633049,8.92469201661144,116.079362525294,236.158725050589,236.522361414225,239.325762927501,0.113648834019205,10.7842591460102,116.395222938372,236.790445876743,237.15408224038,239.957483753655,11.8172116122652,19.9999999999883,116.039773765636,236.079547531271,236.443183894907,239.246585408183
