"","sub","rr","pu","lambda","omega","offset","model"
"88","4tcxev3874jk89a","50","low",2.17145946070785,0.166666666666667,-0.117777777106672,"value_alt"
"89","4tcxev3874jk89a","75","high",9.9999999999998,0.166666666666667,-0.349166664176641,"value_alt"
"90","4tcxev3874jk89a","75","low",0.511268246034595,0.166666666666667,0.293333343382717,"value_alt"
"91","57znvber9kc1tnj","25","high",1.66193425029129,0.5,-0.0247496899619429,"value_alt"
"92","57znvber9kc1tnj","25","low",0.896204846822218,0.5,-0.0123456790123474,"value_alt"
"93","57znvber9kc1tnj","50","high",1.44032921810682,0.5,-0.0260631001371499,"value_alt"
"94","57znvber9kc1tnj","50","low",1.11111111111111,0.5,0.0259226016061285,"value_alt"
"95","57znvber9kc1tnj","75","high",1.66042891022678,0.5,-0.0873342479260356,"value_alt"
"96","57znvber9kc1tnj","75","low",0.796666256646343,0.5,-0.0370370370370385,"value_alt"
"97","5cp1qjka53bl73q","25","high",0.905349794238465,0.5,-0.00104861411577806,"value_alt"
"98","5cp1qjka53bl73q","25","low",0.370370370369277,0.5,0.0825663663034335,"value_alt"
"99","5cp1qjka53bl73q","50","high",0.537150904661419,0.5,0.0765995631744198,"value_alt"
"100","5cp1qjka53bl73q","50","low",0.717652570939626,0.5,-0.00563938423998867,"value_alt"
"101","5cp1qjka53bl73q","75","high",2.3250182052725,0.5,-0.171196802687288,"value_alt"
"102","5cp1qjka53bl73q","75","low",0.517269185741939,0.5,0.00990702636675156,"value_alt"
"103","5jwar0bvwr53h40","25","high",2.18276590683876,0.166666666666667,0.0544444411170892,"value_alt"
"104","5jwar0bvwr53h40","25","low",1.49519890260561,0.5,0.00228623685418117,"value_alt"
"105","5jwar0bvwr53h40","50","high",2.71604938271607,0.5,0.00685871056236786,"value_alt"
"106","5jwar0bvwr53h40","50","low",4.07407407407429,0.166666666666667,0.081111109430273,"value_alt"
"107","5jwar0bvwr53h40","75","high",2.75720164609119,0.5,0.0766613791235264,"value_alt"
"108","5jwar0bvwr53h40","75","low",6.92166491225507,0.166666666666667,0.0069444442831208,"value_alt"
"109","5o4n9abwu4u5bb5","25","high",0.946502057612513,0.5,-0.0120145037039239,"value_alt"
"110","5o4n9abwu4u5bb5","25","low",0.940913478631797,0.5,-0.00411522633741124,"value_alt"
"111","5o4n9abwu4u5bb5","50","high",0.823045267489656,0.5,-0.00320073159577861,"value_alt"
"112","5o4n9abwu4u5bb5","50","low",3.7970137187728,0.388888888888889,-0.241944436758997,"value_alt"
"113","5o4n9abwu4u5bb5","75","high",2.30979544346857,0.5,-0.116902911145132,"value_alt"
"114","5o4n9abwu4u5bb5","75","low",0.714493897094844,0.5,-0.00703785700591453,"value_alt"
"115","5pgqs0v0feqyejp","25","high",1.58545873960008,0.5,0.0730455854761065,"value_alt"
"116","5pgqs0v0feqyejp","25","low",1.23626141006459,0.5,0.0100960293442676,"value_alt"
"117","5pgqs0v0feqyejp","50","high",1.13643076824554,0.5,0.0112279632181691,"value_alt"
"118","5pgqs0v0feqyejp","50","low",1.31771918235626,0.5,0.00290022122719447,"value_alt"
"119","5pgqs0v0feqyejp","75","high",1.52034704118637,0.5,0.0205761316872763,"value_alt"
"120","5pgqs0v0feqyejp","75","low",1.3016308489553,0.5,0.00960219478777269,"value_alt"
"121","6be4c2orpqft8ul","25","high",1.21046653007554,0.166666666666667,0.186944443657904,"value_alt"
"122","6be4c2orpqft8ul","25","low",9.99999999999804,0.5,0.206612355621253,"value_alt"
"123","6be4c2orpqft8ul","50","high",2.59259259259267,0.166666666666667,-0.026944480774984,"value_alt"
"124","6be4c2orpqft8ul","50","low",1.51753165280199,0.166666666666667,0.238333337088943,"value_alt"
"125","6be4c2orpqft8ul","75","high",2.52298397413876,0.166666666666667,-0.0586111076846015,"value_alt"
"126","6be4c2orpqft8ul","75","low",2.88070687195896,0.166666666666667,-0.109166667694029,"value_alt"
"127","6wyn194o3vd7jmv","25","high",1.48148148147951,0.5,-0.0329160495544341,"value_alt"
"128","6wyn194o3vd7jmv","25","low",0.647663973053703,0.5,-0.000536278068184348,"value_alt"
"129","6wyn194o3vd7jmv","50","high",1.0519407631963,0.5,-0.021490626439519,"value_alt"
"130","6wyn194o3vd7jmv","50","low",0.797106357996467,0.5,-0.00431656571472649,"value_alt"
"131","6wyn194o3vd7jmv","75","high",1.06192714810187,0.5,-0.0759855166046688,"value_alt"
"132","6wyn194o3vd7jmv","75","low",0.830910674904931,0.5,-0.012345679012331,"value_alt"
"133","70kcrqfjf2xhh4m","25","high",1.04840571844694,0.166666666666667,0.126111115217569,"value_alt"
"134","70kcrqfjf2xhh4m","25","low",0.943091899819475,0.166666666666667,0.140833341418864,"value_alt"
"135","70kcrqfjf2xhh4m","50","high",1.91140640732755,0.166666666666667,0.0430555539817554,"value_alt"
"136","70kcrqfjf2xhh4m","50","low",2.33636095845352,0.166666666666667,0.0111111108529933,"value_alt"
"137","70kcrqfjf2xhh4m","75","high",3.28953460339479,0.166666666666667,-0.084166674003656,"value_alt"
"138","70kcrqfjf2xhh4m","75","low",3.00983517420525,0.166666666666667,-0.134166667658533,"value_alt"
"139","7bwng7h1w9q6djl","25","high",2.13656516670874,0.166666666666667,0.0200000036270283,"value_alt"
"140","7bwng7h1w9q6djl","25","low",1.04474356772827,0.166666666666667,0.0822222440581448,"value_alt"
"141","7bwng7h1w9q6djl","50","high",3.44248689180696,0.166666666666667,-0.0119444482968769,"value_alt"
"142","7bwng7h1w9q6djl","50","low",2.81163094345276,0.166666666666667,0.00833333313974438,"value_alt"
"143","7bwng7h1w9q6djl","75","high",2.96797858566535,0.166666666666667,-0.0663888894115802,"value_alt"
"144","7bwng7h1w9q6djl","75","low",2.92148698441995,0.166666666666667,-0.165555558248581,"value_alt"
"145","7pjw0pz87exlgmd","25","high",1.16755434429282,0.166666666666667,0.0844444445476913,"value_alt"
"146","7pjw0pz87exlgmd","25","low",1.12115976653986,0.166666666666667,0.171111105071162,"value_alt"
"147","7pjw0pz87exlgmd","50","high",2.6240644835136,0.166666666666667,0.0155555582916018,"value_alt"
"148","7pjw0pz87exlgmd","50","low",1.36148763417621,0.166666666666667,0.0269444448509797,"value_alt"
"149","7pjw0pz87exlgmd","75","high",3.77365672831,0.166666666666667,0.0122222222824497,"value_alt"
"150","7pjw0pz87exlgmd","75","low",2.72141816079745,0.166666666666667,-0.0744444468449369,"value_alt"
"151","85aq8xl8ayntz3l","25","high",3.66386524539233,0.166666666666667,0.0011111113019906,"value_alt"
"152","85aq8xl8ayntz3l","25","low",1.39018167670085,0.166666666666667,0.169722242026286,"value_alt"
"153","85aq8xl8ayntz3l","50","high",4.89459406211219,0.166666666666667,-0.0577777805654466,"value_alt"
"154","85aq8xl8ayntz3l","50","low",3.10308834750348,0.166666666666667,0.0299999988442075,"value_alt"
"155","85aq8xl8ayntz3l","75","high",4.15790275873175,0.5,-0.0986335082834676,"value_alt"
"156","85aq8xl8ayntz3l","75","low",7.50064274048586,0.166666666666667,-0.0286111145763384,"value_alt"
"157","8epzoljwn0gbtge","25","high",1.81202547620025,0.388888888888889,0.349999990148516,"value_alt"
"158","8epzoljwn0gbtge","25","low",0.985596440667339,0.166666666666667,0.455555530059284,"value_alt"
"159","8epzoljwn0gbtge","50","high",2.45842788918683,0.388888888888889,0.423888887301466,"value_alt"
"160","8epzoljwn0gbtge","50","low",2.14491818962339,0.166666666666667,-0.0111111108529935,"value_alt"
"161","8epzoljwn0gbtge","75","high",4.95023926058161,0.388888888888889,-0.300277780785056,"value_alt"
"162","8epzoljwn0gbtge","75","low",2.99026759795647,0.166666666666667,-0.0888888868239492,"value_alt"
"163","8es63ovt8uw2mgg","25","high",1.06995884773597,0.5,0.144032921810744,"value_alt"
"164","8es63ovt8uw2mgg","25","low",1.11111111111128,0.5,0.0781893004113918,"value_alt"
"165","8es63ovt8uw2mgg","50","high",1.44032921810519,0.5,0.0470964791953752,"value_alt"
"166","8es63ovt8uw2mgg","50","low",0.939654497725855,0.5,0.00025759780264667,"value_alt"
"167","8es63ovt8uw2mgg","75","high",1.03947568968735,0.5,-0.0288065843621449,"value_alt"
"168","8es63ovt8uw2mgg","75","low",0.941590882146757,0.5,0.0071635421430094,"value_alt"
"169","8le0rzndxgpur8r","25","high",3.6213991769549,0.5,0.00272654912711845,"value_alt"
"170","8le0rzndxgpur8r","25","low",1.15425876444618,0.166666666666667,0.0777777759709553,"value_alt"
"171","8le0rzndxgpur8r","50","high",9.99999999999935,0.5,0.00924589369276418,"value_alt"
"172","8le0rzndxgpur8r","50","low",1.23456790123459,0.5,0.0324645633286298,"value_alt"
"173","8le0rzndxgpur8r","75","high",4.97942386831259,0.5,-0.00350556317211503,"value_alt"
"174","8le0rzndxgpur8r","75","low",2.1575300734029,0.5,-0.0963060809818304,"value_alt"
"175","96deaxjjts0yvax","25","high",9.99999999999935,0.5,0.00337083449114739,"value_alt"
"176","96deaxjjts0yvax","25","low",9.99999999999935,0.5,0.00337083235569469,"value_alt"
"177","96deaxjjts0yvax","50","high",9.99999999999993,0.166666666666667,0.00277777769191978,"value_alt"
"178","96deaxjjts0yvax","50","low",9.99999999999983,0.166666666666667,-0.000555551406591914,"value_alt"
"179","96deaxjjts0yvax","75","high",9.99999999999993,0.5,0.0259458341290009,"value_alt"
"180","96deaxjjts0yvax","75","low",9.99999999999978,0.5,0.016223612231508,"value_alt"
"181","9h1m4d4lp6ksfjt","25","high",1.80663892301267,0.166666666666667,-0.026666668571,"value_alt"
"182","9h1m4d4lp6ksfjt","25","low",1.26809776249834,0.166666666666667,-0.000555551412768973,"value_alt"
"183","9h1m4d4lp6ksfjt","50","high",2.05473633326605,0.166666666666667,-0.0819444442616112,"value_alt"
"184","9h1m4d4lp6ksfjt","50","low",1.23265110824703,0.166666666666667,0.0286111147675367,"value_alt"
"185","9h1m4d4lp6ksfjt","75","high",2.24584050931154,0.166666666666667,-0.198055560246754,"value_alt"
"186","9h1m4d4lp6ksfjt","75","low",1.54151826157987,0.166666666666667,-0.0408333334172216,"value_alt"
"187","9ho9tv1b4jdy3p6","25","high",1.30138030679991,0.166666666666667,0.0761111116628768,"value_alt"
"188","9ho9tv1b4jdy3p6","25","low",1.51175630001334,0.166666666666667,0.041111114285959,"value_alt"
"189","9ho9tv1b4jdy3p6","50","high",3.48458093982393,0.166666666666667,-0.0988888931306194,"value_alt"
"190","9ho9tv1b4jdy3p6","50","low",2.99259344283157,0.166666666666667,-0.0266666674238112,"value_alt"
"191","9ho9tv1b4jdy3p6","75","high",6.97838560595304,0.166666666666667,-0.00777777484384257,"value_alt"
"192","9ho9tv1b4jdy3p6","75","low",3.13573984725462,0.166666666666667,-0.419166669318853,"value_alt"
"193","9jfa3uck1pm1a27","25","high",2.78298797947387,0.166666666666667,0.0511111119887102,"value_alt"
"194","9jfa3uck1pm1a27","25","low",1.89335945261863,0.166666666666667,0.0316666645544053,"value_alt"
"195","9jfa3uck1pm1a27","50","high",3.92654480474143,0.166666666666667,0.0355555538245751,"value_alt"
"196","9jfa3uck1pm1a27","50","low",1.61163300013284,0.166666666666667,0.0366666714573483,"value_alt"
"197","9jfa3uck1pm1a27","75","high",3.93438666040424,0.166666666666667,-0.00694444428303354,"value_alt"
"198","9jfa3uck1pm1a27","75","low",5.1939120210031,0.166666666666667,0.00833333313974505,"value_alt"
"199","9oe8onshjdy2khe","25","high",1.48148148148151,0.5,0.0274103726914119,"value_alt"
"200","9oe8onshjdy2khe","25","low",0.987654320987727,0.5,0.00411522633740535,"value_alt"
"201","9oe8onshjdy2khe","50","high",1.31026774230427,0.5,0.037037037323834,"value_alt"
"202","9oe8onshjdy2khe","50","low",1.00374265424633,0.5,0.00622660710317846,"value_alt"
"203","9oe8onshjdy2khe","75","high",1.35802469135799,0.5,0.0452674897119383,"value_alt"
"204","9oe8onshjdy2khe","75","low",1.11111111111112,0.5,0.0123456790123446,"value_alt"
"205","9p57f5mpldrqae2","25","high",2.06130415833526,0.166666666666667,0.0147222214213316,"value_alt"
"206","9p57f5mpldrqae2","25","low",1.01144982388985,0.166666666666667,0.0997222351632288,"value_alt"
"207","9p57f5mpldrqae2","50","high",2.65003208180866,0.166666666666667,-0.0886111162799137,"value_alt"
"208","9p57f5mpldrqae2","50","low",2.37268492787432,0.166666666666667,-0.064166668273448,"value_alt"
"209","9p57f5mpldrqae2","75","high",5.13530709261554,0.166666666666667,-0.0158333236732867,"value_alt"
"210","9p57f5mpldrqae2","75","low",1.7695473250996,0.5,0.0370370370515927,"value_alt"
"211","a39zpu2zr3xl47k","25","high",9.99999999999804,0.166666666666667,0.00444444407336309,"value_alt"
"212","a39zpu2zr3xl47k","25","low",9.99999999999935,0.166666666666667,0.0100000034410574,"value_alt"
"213","a39zpu2zr3xl47k","50","high",9.99999999999944,0.5,0.00971167026006992,"value_alt"
"214","a39zpu2zr3xl47k","50","low",9.99999999999978,0.166666666666667,0.00861111350019184,"value_alt"
"215","a39zpu2zr3xl47k","75","high",9.99999999999998,0.166666666666667,0.0100000038848673,"value_alt"
"216","a39zpu2zr3xl47k","75","low",9.99999999999978,0.5,0.0142437792307435,"value_alt"
"217","ajztaxb5eyxtfch","25","high",1.62422043455735,0.166666666666667,0.033888894105252,"value_alt"
"218","ajztaxb5eyxtfch","25","low",1.28948940281783,0.166666666666667,0.0874999979460807,"value_alt"
"219","ajztaxb5eyxtfch","50","high",0.714779968695844,0.388888888888889,0.369166660346851,"value_alt"
"220","ajztaxb5eyxtfch","50","low",1.65833597951783,0.166666666666667,0.0355555536971097,"value_alt"
"221","ajztaxb5eyxtfch","75","high",3.15106312046407,0.166666666666667,0.00472222830734159,"value_alt"
"222","ajztaxb5eyxtfch","75","low",1.98165974157116,0.166666666666667,-0.0744444468449369,"value_alt"
"223","as5hvtlqa9ouc2z","25","high",1.52732400951987,0.166666666666667,0.0997222219705578,"value_alt"
"224","as5hvtlqa9ouc2z","25","low",1.28174697974393,0.166666666666667,0.0486111151654407,"value_alt"
"225","as5hvtlqa9ouc2z","50","high",3.33333333333336,0.166666666666667,-0.00444444723999726,"value_alt"
"226","as5hvtlqa9ouc2z","50","low",3.42828215348552,0.166666666666667,-0.00555555886806314,"value_alt"
"227","as5hvtlqa9ouc2z","75","high",3.65741127594313,0.166666666666667,-0.166944445384422,"value_alt"
"228","as5hvtlqa9ouc2z","75","low",3.32721444673764,0.166666666666667,-0.139166676855854,"value_alt"
"229","au7m9jjmgy8d4gj","25","high",1.31687242798726,0.5,-0.111111111111155,"value_alt"
"230","au7m9jjmgy8d4gj","25","low",0.603545282169171,0.5,-0.00106691053075092,"value_alt"
"231","au7m9jjmgy8d4gj","50","high",0.841335162322744,0.5,0.01234567901235,"value_alt"
"232","au7m9jjmgy8d4gj","50","low",1.13492518703533,0.5,0.0329324736282519,"value_alt"
"233","au7m9jjmgy8d4gj","75","high",1.03682253587353,0.5,0.0205761316766222,"value_alt"
"234","au7m9jjmgy8d4gj","75","low",0.479334563742874,0.5,0.0123456790127243,"value_alt"
"235","b3jqszmpuje1kzj","25","high",1.39585742198575,0.166666666666667,0.0361111205969282,"value_alt"
"236","b3jqszmpuje1kzj","25","low",3.33333333333336,0.166666666666667,-0.00611110741286258,"value_alt"
"237","b3jqszmpuje1kzj","50","high",3.11607718041985,0.166666666666667,-0.00194444542230188,"value_alt"
"238","b3jqszmpuje1kzj","50","low",3.2501338497107,0.166666666666667,-0.0236111088418282,"value_alt"
"239","b3jqszmpuje1kzj","75","high",5.16515750151768,0.166666666666667,-0.021388884262133,"value_alt"
"240","b3jqszmpuje1kzj","75","low",3.21610579127975,0.166666666666667,-0.126944442527922,"value_alt"
"241","bdov3ye1qvundbp","25","high",2.02538915022534,0.166666666666667,0.0983333383376552,"value_alt"
"242","bdov3ye1qvundbp","25","low",1.47248323513422,0.166666666666667,0.0263889118003113,"value_alt"
"243","bdov3ye1qvundbp","50","high",2.44816997361576,0.166666666666667,-0.178055539029584,"value_alt"
"244","bdov3ye1qvundbp","50","low",3.04316136723476,0.166666666666667,-0.196388880196783,"value_alt"
"245","bdov3ye1qvundbp","75","high",3.1244513890436,0.166666666666667,-0.42361113224448,"value_alt"
"246","bdov3ye1qvundbp","75","low",3.25609736918173,0.166666666666667,-0.410555527777813,"value_alt"
"247","brsvshywlogvxcq","25","high",1.358024691358,0.5,-0.00265504542962403,"value_alt"
"248","brsvshywlogvxcq","25","low",0.0617283950617287,0.5,-0.000277775706384986,"value_alt"
"249","brsvshywlogvxcq","50","high",0.629886762629616,0.5,-0.000457247370521885,"value_alt"
"250","brsvshywlogvxcq","50","low",0.553269318701199,0.5,-0.00197555106123271,"value_alt"
"251","brsvshywlogvxcq","75","high",0.916319967941097,0.5,-0.0336838896512742,"value_alt"
"252","brsvshywlogvxcq","75","low",0.697386915898048,0.5,-0.0205761316871113,"value_alt"
"253","bx1xq7e3jhb986v","25","high",3.33333333333332,0.5,-0.0992106692632775,"value_alt"
"254","bx1xq7e3jhb986v","25","low",1.89439241586191,0.166666666666667,0.038055555703973,"value_alt"
"255","bx1xq7e3jhb986v","50","high",2.22714374007166,0.166666666666667,0.0580555579926147,"value_alt"
"256","bx1xq7e3jhb986v","50","low",1.63898882115023,0.166666666666667,0.175277766478685,"value_alt"
"257","bx1xq7e3jhb986v","75","high",3.65683745497474,0.166666666666667,0.000277775706297723,"value_alt"
"258","bx1xq7e3jhb986v","75","low",3.23461283174417,0.166666666666667,-0.156388897989681,"value_alt"
"259","c2se350v0tr4hzv","25","high",3.33333333333335,0.166666666666667,-0.0119444448757975,"value_alt"
"260","c2se350v0tr4hzv","25","low",1.71264601369886,0.166666666666667,-0.0155555582916008,"value_alt"
"261","c2se350v0tr4hzv","50","high",2.95328413825837,0.166666666666667,-0.054722216821114,"value_alt"
"262","c2se350v0tr4hzv","50","low",3.33598559798077,0.166666666666667,-0.0380555557039731,"value_alt"
"263","c2se350v0tr4hzv","75","high",3.1014163657204,0.166666666666667,-0.179444446814823,"value_alt"
"264","c2se350v0tr4hzv","75","low",4.44614934911199,0.166666666666667,-0.0563888865464727,"value_alt"
"265","cavjhtxfs1z091j","25","high",0.86419753086427,0.5,0.00917995518451531,"value_alt"
"266","cavjhtxfs1z091j","25","low",0.905349794238887,0.5,0.00273262754964865,"value_alt"
"267","cavjhtxfs1z091j","50","high",0.892648478384328,0.5,-0.00321202166416767,"value_alt"
"268","cavjhtxfs1z091j","50","low",0.524818371189156,0.5,0.00275331072317142,"value_alt"
"269","cavjhtxfs1z091j","75","high",0.92590397372476,0.5,-0.044601376268758,"value_alt"
"270","cavjhtxfs1z091j","75","low",0.94650205761295,0.5,-0.0370370370370223,"value_alt"
"271","cl4vc26ycu0woo2","25","high",1.27572016460922,0.5,0.00411522633743444,"value_alt"
"272","cl4vc26ycu0woo2","25","low",1.11111111111133,0.5,0.00763716678804505,"value_alt"
